Text,Label
"Tigalda katta🤣🤣,ijji avu bethe",offensive untargeted
I love id song very nice video 😍,not tulu
Aikk mungu panpini pongu att,not offensive
Reall acting 👌👌👌🐓🐓😂😂😂🤣🤣🤣👏👏👏👏1976 year remembrance 👏👏. Bolaranna iren thunaga Yenna anmeren thui lekka Aand 👏👏 1976’d yenna ammerla korida kattak 🐓povondhitther... supppper supppper program 👌👌😂😂😂🤣🤣🤣🤣🤣,not offensive
Sorry nekk matha suport ijji short film delete malpule,not offensive
Dhadhe endhu comadiya comady prassmsa nakln thoodh panith kalipleye,not offensive
ತುಳ್ಳು 😂😂 ಪುಳ್ಳಿ,offensive untargeted
@@harshag1335 nen karunadu Karnataka dalli etko . Tulunad nalli alla.<br>Jai tulunadu. <br>Namenda nevu nemmenda naav allla.,not tulu
ಖಂಡಿತ ಆನ್ಸರ್ ಹೇಲ್ಬೆಕು,not tulu
ಇವಳ ಹೆತ್ತವರು ಇದನ್ನೆಲ್ಲಾ ನೋಡಿ ಬುದ್ಧಿ ಹೇಳದೇ ಇರೋದು ಇವತ್ತಿನ ವಿಪರ್ಯಾಸ.,not offensive
Erna comedy yavuji Umesh Anna nanala bodu .....,not offensive
Remove kannada n put Tulu boards,not tulu
"""eer ullara mare....",not offensive
Alegonji sarikattdha dress itthnda korle marre.,not offensive
ಕನ್ನಡ ಹೇರಿಕೆಗೆ ತೀವ್ರ ವಿರೋಧ.... ತುಳು ಬಾಸೆ ದೊಂಕರೆ ತೂಪಿನಕಲೆಗ್ ಗತಿ ಇಜ್ಜ... ಮತಿ ಇಜ್ಜ....? - ವಿಶು ಶ್ರೀಕೇರ  ಒಡಿಪುಡು ತುಳು ಬಾಸೆನ್ ಒರಿಪಾವುನಂಚಿ  ತುಳುವೆರ್ ಒಟ್ಟಾಯೆರ್  #tulu #tulunad #tuluto8thschedule #jaitulunad #odipu #udupi #dcoffice ,not tulu
supper sathyada pathera☺☺☺,not offensive
Love your views sister ❤,not tulu
daye nadut  burdu    saipar😜😅😆,not offensive
Dayeg eth telipavr marre,not offensive
Umbena pukuli naadga\u200d️,offensive untargeted
ಮಲಯಾಳಿ ಗಳ ಬಗ್ಗೆ ಮಾತಾಡು ನೀನು ಇರೋದು ಕರ್ನಾಟಕ ದಲ್ಲಿ ಮ್ಯಾಂಗಲೋರ್ ನಲ್ಲಿ ಕನ್ನಡ ಪ್ರದಾನ್ಯತೆ ಕಡ್ಡಾಯವಾಗಿ ಕನ್ನಡ ಇರಲಿ,not tulu
Maraya eth bodu pukuli Nik hahahaha pukuli pukuli Boda pukuli korka,offensive untargeted
Yenchi song ya savuda,offensive untargeted
Nina ajiishunti 😁🤭,offensive untargeted
Pukuli aand pottel unda?? maya,offensive untargeted
Mella naayee pathermbe.. .,offensive untargeted
Eth teaser ye release malpule pakka,not offensive
ಸುಳ್ಯ ಪುತೂರ್ ಸುಬ್ರಮಣ್ಯ 😂,not tulu
ഞാൻ ഉണ്ടേ ഒന്നും മനസ്സിലായില്ല എങ്കിലും ട്രൈയ്ലർ സൂപ്പർ ആണ്,not tulu
"Tuluva&#39;s unique culture korida katta..and this programe is amazing..,Natural acting, both are tulunadu comedy kings.",not offensive
Nina ammerd kennla pukuli ge bvc Mooji kasadaya,offensive untargeted
Both are looking superb 🐓🐓👌🎉,not tulu
Pokkade pokkade joku. Arla thupujer. 4   godetha ulaye painting malth video comedy,not offensive
Aluda mundadu bottu padura panna mone eedi bottu padutgalu😂😂😂😂😂😂😂😂😂,not offensive
Yer parabbi e,offensive untargeted
Aleg tulu barpujida alen dayeg judging kulladar Anna,not offensive
ಗುಡ್ ವಾಯ್ಸ್  ಗಾಡ್ ಬ್ಲೆಸ್ ಯ ಬೇಬಿ 👌👍🏻💕💕💕💕💕,not tulu
ಕಿರಿ ಕಿರಿ ಜೋಡಿಲು ನಿಜವಾದ್ 👌🏻👍,not offensive
Punk ನಿಮ್ಮ ಅಮ್ಮನ ತುಲ್ 😢😅,offensive untargeted
rohit @ ayitha artha namak arthayi bokkala dumbu konopina sariyath 🌴👑🌴🤔,not offensive
Radla maganakul saav,not offensive
daya a namuna tinpana nina onthay over apund😡😡😡😡,not offensive
Very nice final  comments...proud of our  central works jai modiji...,not offensive
Yenk doubt undu is she girl or?,not offensive
Yeno lowde thulu ne beka,not offensive
Thuuu... Marla,offensive untargeted
Barjari comedy undhu .enkalena thulunaadu tha comedy thuvera bhari porlu ye.,not offensive
Kulek yerandala balas deele maree,not offensive
Jai thulu Nadu,not offensive
Karunadu karnataka shivmogga.....,not tulu
"In which law book mentioned abt languages , all nonsense, stupidity, Mangalore is the best place and non of them can touch Mangalore peoples , Mangalore peoples are brilliant and they rore like a silent lion and as well as they are fire as per my knowledge 🎉🎉🎉🎉💪💪💪💪💪💪💪💪💪💪💪💪",not tulu
Yan tupuji Lakshmi baramma 😂,not offensive
Sir walrr best act,not tulu
yenchi saavutha song marre pukulige😂😂,not offensive
Bevarcy Maddy ninna ammana mindadanrige yestu soolemaga huttida,offensive targeted
ragi mudde thinpinanklena mariyadi depodchi pandhu korilekka thinla donded thikonu😅😅😅,not offensive
Sorry Mangalore konkano not good your udupi BJP only good  tulu,not tulu
Ninnammada pan @@MithuShibhukaravali,offensive targeted
Still remember sharing this video on a touchpad phone😂😂😂,not tulu
super but nanala important avodu ok,not offensive
Tulu movies da standard masth Low class undu....,not offensive
Rajakeeyanaa mare savuuuu Comedy la,offensive untargeted
I am in love with ajji.,not offensive
Mella pathermbe naayee.. .,offensive untargeted
Andhu 😂😂😂super acting ye rakshitha akka samaa thelika bathundu bolar na magala eeru😂😂😂😂?,not offensive
Enchi comedy saavu pankda,offensive untargeted
"Lol @@sandeshshetty3595 add comma "","" after bevarsi word",offensive untargeted
Comedy atth...saavu Undu,offensive untargeted
Kudla da road king,not offensive
Yerya sulemage bhatte aye. Aikke panpun kannada da bvrc len pura kudla d eppare budre balli bvrc leg 🙂,offensive untargeted
Jai tulunad. We need Tulunadu state.,not tulu
"Naraka pura enchina video,yedde video manpule masth jana tuper",not offensive
Enta pukuli idu saavu,offensive untargeted
Kirshne unthare gotthijandaye awencha Supr dilogu hakunu....,not offensive
Pukuli bvc Nina,offensive untargeted
Over acting yanchina,not offensive
Enan maltondulle naayee interview,offensive untargeted
"Because of u I smile little bit after long time. Thank you so much. And your very lucky, because you have joint family.",not tulu
ಪುಷ್ಪ ರಾಜ್ ಅಣ್ಣ ರವಿ ಅಣ್ಣ ಈರೆನ ಆಕ್ಟಿಂಗ್ ಕಾಮಿಡಿ ಸೂಪರ್,not offensive
"Kapikadrne entry <a href=""https://www.youtube.com/watch?v=TTYRtaUMX-8&amp;t=905"">15:05</a> bokkane undu scene risini",not offensive
Nice episode.. Really enjoyed it...<br>Nandalike eerla comedy  malpunett dala kammi ijjar.... 😜😜,not offensive
Baaid batanda 😂 BVC,offensive untargeted
BGM d thak thak tha daina naalid patthle marre yerandla.. irritating,not offensive
ನಾಯಿ ಡ ಬಲ್ಲಿಯಪ್ಪಾ ಈ,offensive untargeted
He is the original comedy King... He's the Indian CHARLIE CHAPLIN.,not tulu
"Rama mandira atthu ninna ammerna mandira Mann avoo', ""Where's Comedy?""",offensive untargeted
Best drama of kapikad sir,not tulu
Pank hegden days kullavar judgement tulu bhasheda maryedi deppuver,not offensive
10 varshadd bokk pira ee video nd song thuvondulle and childhood nenapavondu undu,not offensive
Next song coming soon chakkuli maya ku,not tulu
"bore apundu saav""",offensive untargeted
stya marre eductn systm sma iji,offensive targeted
Bangalore na chaprigalu hogi duddu madtidare.,not tulu
@@creative_psyche8046  but my place there’s no police 🚔 👮 was that taim. It’s verrrry poor village my   😳,not tulu
ಮಸ್ತ್ ಪೊರ್ಲುದ ಪಾತೆರ,not offensive
Mast porlu undu frds spr..keep smile,not offensive
Deepak na over acting aand,not offensive
Tulu lipi enta maaree🤦🏻‍♂️... Tulu bhashe shale alli idre sa adann takolade hindi hindi anta sayudsa neeve matty illi namma bhashe ge gaurava illa anta heltiri🙂... Enchina saav maare...itthe dk udpi poora ippun karnataka de ata 🤷🏻‍♂️ karnataka 1st bokka tulunaad ye avu pooragle gottipun ata🤷🏻‍♂️,not tulu
Copy cat...😂😂 bete vlog tudu malpuna😅😅 savv,offensive untargeted
Please judges tulu saari paterya kalpule English nadutu use malporchi,not offensive
Yenchi savda comedy ya kusalg Ave commentd onji sav uppad pandh..,offensive targeted
Maya aand pottel unda?? Pukuli,offensive untargeted
ದೈವ devere  gu ಅವಮಾನ malpochi plz...... 😒😒😒😈😈😈😈,not offensive
"""9:30 gode , saritt pole, keruve e sala daala thatthnda..😂😂😂""",not offensive
Bro from madikeri please yekka sakka movie upload manpule,not offensive
ಶುರು ಶುರು ಕಲ್ಪುನಗ ಬಾಯಿದೆ barpundu😂,not offensive
Mumbai da tulu,not offensive
Full movie upload malpule pls pls pls,not offensive
Full movie padere sanniya,offensive targeted
Savuda song ya Yenchi,offensive untargeted
Over devdas kapikad,not offensive
bete topic ke tikuduja mare🤦‍♂️,not offensive
Deepak natural act manpuver. Maskiri Team da poora show la super 😍😍👌,not offensive
Undhu Pura family kulludhu thupina comedy ya...??thulukk aynave ayna samskaara undu...aven oripere karlpule ..,not offensive
Saavu Undu comedy atth...,offensive untargeted
Enchina avasthe marre,not offensive
ಜೈ ಕರ್ನಾಟಕ ಜೈ ಕನ್ನಡ ನಾಡು🔥💛❤️,not tulu
Best of the best till date😂,not tulu
ಭಯಂಕರ Heavy ಪukuಲಿ .\u200c\u200c....,offensive untargeted
"ಆಡಳಿತ ಭಾಷೆ ಕನ್ನಡ ಕನ್ನಡದಲ್ಲೇ ನಾಮಫಲಕ ಹಾಕಬೆೇಕು . ನೀವು ಹೇಳಿದ ರೀತಿಯಲ್ಲಿ ಆಗಲ್ಲ. ಯಾಕಂದರೆ ನಮ್ಮ ಕರ್ನಾಟಕದಲ್ಲಿ ಕೊಡವರು, ಲಮಾಣಿ, ನಾಯಕರು, ಸಮಾಜದವರು ಕೂಡ ಇದ್ದಾರೆ, ಅವರಿಗೂ ಭಾಷೆ ಇದೆ. (ಎಲ್ಲಾರು ನನ್ನದು ಎಲ್ಲಿ ಇಡಲಿ ಅಂತ ಮಾತನಾಡಿದರೆ ಹೇಗೆ)ನೀವು ಕನ್ನಡ ಭಾಷೆಗೆ ಅವಮಾನ ಮಾಡಬೇಡಿ ದಯವಿಟ್ಟು.",not tulu
Selfie le le re,not tulu
"@@user-frgggghgfddgOv parts dib dib gundu ninna thigaleg burnaga gothapund Gujiridana, ovla thikkandh, bodanda nik bodayina janaklen lethondh kashmira Pakistan gadi talpa nadut unthu",offensive targeted
Hey aa kanadakka dheppuleye,not offensive
Waasteee Yan kaali Aravinda bolar undu ande matra thupunuuu ejiindaa undu,offensive untargeted
Yebbe imbana onji pukuli mare,offensive untargeted
Monday thirth burudu dariji atha. e marlledi atha,not offensive
Ajjjishooonti pookli mayaa ayth ambrrrr savvvv gadaaa,offensive untargeted
Appu shettina Potthel,not offensive
Yencha urchuve mare,offensive targeted
Ovandala 1 nikule rady malpi dab borchi,not offensive
Aleg gothij pankl vikas g gothija al ancha pandal panka ayag sari pand koryoli atha al bodu de mnpuni,not offensive
Byarilena thamase manpuvara Sule balla nikleg,offensive targeted
ತೆಲ್ತ್ ತೆಲ್ತ್ ಸಾಕಂಡ್ ದನಿ..😂😂😅😄,not offensive
Kudla boys aare gon mad by hearing this song🤣🤣🤣,not tulu
Masth yedde movie,not offensive
ತುಳು ಅಕಾಡೆಮಿಗ್ ಒರಿ ಗುರ್ಕಾರೆ ಇಜ್ಜಿ..... ಸರಕಾರ ರಚನೆ ಆದ್ ಏತ್ ತಿಂಗೊಲ್ ಆಂಡ್? #jaitulunad ,not tulu
Aunty log bohot kadak hai,not tulu
Serial Punk saav,offensive untargeted
Stya eductn systm marre sma iji,offensive targeted
All English patherunu Dada mare,offensive untargeted
"Gadaaa, pookli mayaa ayth ambrrrr savvvv Ajjjishooonti",offensive untargeted
"""Wow Super Undu, All the best ❤""",not offensive
Show santhu face . Now it's been to short margin of 100K subscriber.,not tulu
Manjurai na overacting poora skit dla,not offensive
Pukuli Maya athand ge Umbane,offensive targeted
background d fake laugh dayamalthd paadochi ye edde apuji,not offensive
Bale telipale porlu da karyakrama,not offensive
Nin 🤣 amman tulla,offensive untargeted
meriyadi pondu m arre,not offensive
"Enna oorda , enna tulunadu da , best&#39; of luck, keep going ❤❤❤❤❤❤❤❤❤❤❤❤❤❤",not offensive
@@raamappu8757 nanu keltha irodu iga 20percent jana hindi idare 20 percent Tamil idare 20percent telugu malayaali idare bangalore alli haganta nam land avrige bidoke agutha illa thane hagene tulunadu saaviraru varshadinda ide iga alli kannada mathode jana thumba idare haganta adanna tulunadu alla andre yar opkolthare devide madodu nangu ista illa ella chennage ide adre nivu karnatakadalli tulu bhaashege manyate yake kottilla manyate illa anda mele tulu avru separate rajya madona anthidare yakandre nimge kannada estu mukyane tulu avrige tulu badhe mukya,not tulu
"""bakwaas.ponnagh respect koriyere kaltijarda, nikalenane arepu aavu. buddivanter janakulula inchinen toodu telipuvera ? nachike aavodu.""",not offensive
Baase ijjaandina maatha.. podu sayyere apuja,offensive targeted
​@@MithuShibhukunnediga nina kunnedan Gattad deela tulunadudu tulu first kunneda bkkk mulpa kannafa pandhu batthunda ninna kunnedigerna kunne cut au 😂,offensive targeted
Anchor n onji change malple,not offensive
aav yer mare sathu😂😂 ora thojale   mare🤪🤪,not offensive
Epola sathyodu badkle,not offensive
"Vol ulla derpiya marle😂😂😂😂 This is pundiya,",offensive untargeted
"Both Arvind and Walter acting is so natural, not feeling bore",not tulu
Valtaranna erege daye bodu. Ladaye,not offensive
ನಮ್ಮ ಮಾತೃ ಭಾಷೆ ತುಳು... ಕನ್ನಡ ಆಡು ಭಾಷೆ,not tulu
daye aine pira padvar,not offensive
double meaning ithnd,not offensive
ಇಂಬೇನ ಪುಕುಳಿ ಯೇ ರ್ ಕಂಡದಿನಿ ಮಾತ್ರೆ,offensive targeted
"Movie du Thrill ejji , comedy over athundu , #Jai_TULUNAD",not offensive
deepak rai.....dadeye eerna acting....superb ye....please pura videos upload malpule....waiting for more videos...,not offensive
nanala musth yeddy avod  👌👍,not offensive
Karnikoda Kallurti Talkies App d Budle please,not offensive
al ragi mudde da maryadhi detthal anchidaklu thunda next raagi mudde thinayer galeji ad😅,not offensive
Ynechi  pukuli marre,offensive untargeted
ಡಬ್ಬ ಕಾಮಿಡಿ ಟೈಮ್ ವೆಸ್ಟ್ 😔,not offensive
Shetty na appe saavun telupuna Vijay vittalnath,offensive targeted
ಆಡಳಿತ ಭಾಷೆ ಕನ್ನಡ.. ಕನ್ನಡದಲ್ಲೇ ನಾಮಫಲಕ ಹಾಕಬೇಕು ❤💛 ಜೈ ಭುವನೇಶ್ವರಿ ❤💛 ಜೈ ಕರ್ನಾಟಕ,not tulu
What is the difference between tamil and tulu? I&#39;m Bengali by the way,not tulu
​@@manjunathk2513 bolimagne Kasaragod nalli horata agthiddhaga Mysore rande maklu Elli stthogidhra byavarsigale,not tulu
anchor eeth budpe maraya,not offensive
Parkat 4 table patond umbene saavda canteen,offensive targeted
ಕುಸಾಸ್ ಇತ್ತುಂಡು. ಪ್ರಾಕ್ಟಿಸ್ ಕಮ್ಮಿ. ಒಟ್ಟುಗ್ ಓಕೆ.,not offensive
Padebulu nakalu ponnaga,not offensive
@@user-frgggghgfddg bvc 🐕 Nina Amman Tull...,offensive targeted
Ajji baree sokude paterver,not offensive
Yenchinaa marre very very bad program,not offensive
Abathara full movie link send,not offensive
How it feel when u joined the school and teachers come to class and say u can&#39;t speak Tulu u have to learn Tulu in school and beat us for talking Tulu jn class in our own land ??,not tulu
Enchina karma comady ye nikleg double meaning patherande comedy malperag gotthijja ye,not offensive
Super uncle and aunty,not tulu
"He: Where did his pukuli go?""",not tulu
Chandi kori tulu full movie pandh YouTube d search mlpule barpundu full movie,not offensive
Daada marl thekkk saau nikulena bukwaas film maare,offensive untargeted
Munge maraithi pongu ath...😅😂😂,not offensive
Athane jasti ad catering fail and,not offensive
Enchina desha bhakthi padeelre ninkleno😂❤,not offensive
"@@gauthamkshatriya2953 First Edannu Thullu Annorige Helo, Kannadavarige Alla, Rajya Virodhi Kelsa Maadta Ero Thullu Galige Helu, Malayalam Copy Maadkondu Baduko Thullugali Helu...",not tulu
Gandhalligey ath gendhabolley,not offensive
Kadleg .......manoli😁😂,not tulu
ತೂಲೆ ಮೊಬೈಲೆಡ್ ಸುಲಬೊಡು EPF ದ ಕಾಸ್ ಕ್ಲೇಮ್ ಮಂಪುನ್ ಎಂಚ ತೂಲೆ ಕುಡ್ಲ ಟೆಕ್ ಚನ್ನೆಲ್ಡ್,not offensive
Marla ya nik,offensive untargeted
Naida mage Vijaya daye deetera ... bvrc,offensive targeted
Sariyadu pandar anna,not offensive
ಕೆಲವು ಉಪ್ಪುವ...ಪ್ರೇತ..ಒವ್ವುಲ ಸಮಧಾನ ಆಪುಜಿ ಐಕ್ಲೆಗ್,not offensive
Bhattru does not know tulu..😂.(he knows tulu in actual)<br>Let him understand in his own language kannada ...that tulu is  monther tongue for tuluvas so using kannada...,not tulu
Meaning full lyrics...i just loved it😍,not tulu
@@rajendra_kundapura bvc,offensive untargeted
"<a href=""https://www.youtube.com/watch?v=QF26VfnysxQ&amp;t=442"">7:22</a> ನಿನ್ನ ಕನ್ನಡಕ್ಕೆ ಕನ್ನಡವೇ ರಾಜ ಆದ್ರೆ ನಮ್ಮ ತುಳುನಾಡಿಗೆ ತುಳುವೇ ರಾಜ...ಇದು ಪರಶುರಾಮ ಸೃಷ್ಟಿಯ ಭೂಮಿ",not tulu
As a Kannadiga I would like to see our Tulu in 8th shedule as soon as possible.,not tulu
ashoka na pukuli korla bvc😂😂😂,offensive untargeted
"""eesarthi ove onji team la yedde ijji",not offensive
Please upload Parvathi drama in talkies application,not tulu
Eda muta salman khan yer la eth nachi ketadijer,not offensive
ಓಲೆ ಓಧುನಾಯೆ ಗೊದ್ದೆನ,not offensive
ynchine yee err ponna gg brchiii,not tulu
@@PTM784 manathe velli Malayalam song search malpule bro,not offensive
super mastu shokuda song,not offensive
encchi saavu cmdy dabba hero,offensive untargeted
Sound borchitthnd  yaan speakers d dhithini marre ️️️,not offensive
yenchi sav mare kann bene apund mare >> blinking n unthale mare,offensive untargeted
Niklna bakida concept comedy pura masth edde athnd.. Undu matra overacting athnd.... Dala edde athiji,not offensive
Hogo first of all mangalore Namma nadu neenu Yaaru namma bashe mathadalu bida dava ?,not tulu
Bhyavarsi team.vittalana dhu bode? lEnglisha,offensive targeted
They are begging in banglore 😂😂😂😂😂,not tulu
Less audio in last,not offensive
Sede inna yav thara kelbeku 😊,not offensive
​@@rajendra_kundapuraalla KUNDEPURAkke Baajjai phejlikke hodaddu,not tulu
"ಅಲ್ಲ ಮಾರಾಯ ಮೊನ್ನೆ ತುಳು ಸಾಹಿತ್ಯ ಸಮ್ಮೇಳನದ ಬ್ಯಾನರ್ ಹರಿದ್ರಲ್ಲ, ತುಳು ಮಾತಾಡ್ಬೇಡಿ ಅಂದ್ರಲ್ಲ ಮತ್ತು ತುಳು ಪ್ರಾಥಮಿಕ ಶಿಕ್ಷಣ ಕರ್ನಾಟಕದಲ್ಲಿ ಕೊಡಕಾಗಲ್ಲ ಅಂದ್ರಲ್ಲ ಅವರ ಬಗ್ಗೇನೂ ವಿಡಿಯೊ ಮಾಡು",not tulu
🤣🤣 Tigalda katta,offensive untargeted
Ajjina na nenapu aandu.. Meren tudu,not offensive
Tamil song padunu Daye Anna bgm,offensive untargeted
tulu kalpumbe mooji kasdaya sagar,offensive targeted
"@@sujithk2784 Adannu Avr Yendhu Helilla, Avra Bashe Kannadave Aagittu.",not tulu
Papa yerdala extra pukuli ethnda ayag korle marre marree,offensive untargeted
"""""e panode naayi""""",offensive untargeted
Ajjerna pukuli . Ninna,offensive untargeted
P**ti ಪಂಡ ದಾದ...? 😂😂 ಹೇಯ್,offensive untargeted
rt @tuluvaani: ತುಳುನು ಅಧಿಕೃತ ಮಲ್ಪರೆ ಸಮಿತಿದ ವರದಿ ಕೇನಿನವೇ ತುಳುಕು ಮಲ್ತಿನ ಅವಮಾನ : ಯು.ಟಿ. ಖಾದರ್   ,not offensive
Adu bevarsi bashe alla appe baase,offensive untargeted
Aparupag bannaga ovvu Claasndhe gottapuji saavu,offensive untargeted
Film n ora pad d 1 dinat geppunu pandanda padunu daye marre nikulu,not offensive
Broh this one is awesome telth telth saakand😂😂🤣💥😍❤️,not offensive
Stuicase ante lucky dip ante🤣🤣🤣🤣🤣🤣,not tulu
@@surakshshetty7851 bro nav yavattu tulu people na hate maadilla avru Karnataka davre anta consider maadidivi outside state ge hodaga nav first hudkode udupi hotels na because nam state avru anno onde reason and nam state dance yakajagana and state sports kambala na accept maadilva navu nav yenadru edu tulu avrdu beda anta yavattadru viroda maadidiva and tulu importance kodbeku adke namdu support ede but seperate state andre hege bro evaga tulu maatadoru udupi and manglore district alli maatra but full state ge official language maadi andre hege edu heg aagutte andre evag Karnataka davru kannada maatadtare anta edi India ge official language maadi andange aytu tulu language na official language aagi manglore and Udupi li erli even first language aagine ne erli namdu yenu problem ella but seperate state beda anta aste,not tulu
"Karnataka ekikarana horata samayadallu ee tarane idru kannadigaru, aaga celebraties nodoke mathra bandoru matthe dodda chaluvali aagiddu<br> Tulunad rajya madidrene tuluvige nyaya sikkadange, divided agiro Tulunad ondagodu tappa? Hagadre 1956ralli Karnataka agidddu tappalva,<br>Nimge kannadavallada pradeshada mele yake vyamoha",not tulu
"gundantara aad pondu""",not offensive
Ninna ajji Pukuli maaya,offensive targeted
Have respect to all languages... only some will benefit with division.. gimmicks  and insult to all people who made karnataka then??,not tulu
onji yeddentina move malpule marre,not offensive
Sulle makaklla idu tulu nadda devaradane kandro 😔😔😔,not offensive
Shri Arvind Bolar paterna kenunave porlu.,not offensive
Nina karma,not offensive
+harish kulal dane dayegndh gotthujja,not offensive
Yer randemage aye parabbe,offensive targeted
ಎಂಕುಲ್ ದಾನೆ ಆಧಿಮಾನೆವೆರಾ ನಾಯಿ,offensive untargeted
net devdas kapikad ole mare,not offensive
Er tulu ta ara kirthi❤,not offensive
Full movie uploadalpule,not offensive
Nankla nattuna stiti bapundu onji Dina nenap divonodu,not offensive
"""ath maarre,  padhyadha artha pan panda,  imbe imbena thigaldha katta korpe atha""",not offensive
@@aprameyaswaroop1476 same demand but Karnataka gov want our tax money what to do,not tulu
👌boos 💯 ಜೈ ತುಳುನಾಡ್ 🤣 ಕಾಮಿಡಿ💯👍😂😂😂😂😂,not offensive
Days marre madee sari ijja Audio,offensive targeted
Not good bakwas overacting ewwww,not offensive
Ajjan nambinaklen kai budpjernd edde reethid tupader ain e kelavereg tuvara avond iji,not offensive
bai amma’s acting is not at all good.,not tulu
Full movie upload madi,not tulu
Chaddi save marre,offensive untargeted
Namaste ಪೊರ್ಲುದ ಜೀವನದ ಅನುಭವದ ಕಥೆ.,not offensive
Privet challenge da Thebest comedy undu encha mugindundu gottaiji Full enjoyment condy nic script nic acting bolar n walteranna na Nanala inchene barad jai privet challnge,not offensive
Magane nee Naitha,offensive targeted
aleg yencha barpndu bayidu🤔🤔🤔🤷‍♂️🤷‍♂️🤦🏿‍♂️🤦🏿‍♂️,not offensive
Nik dhala bele.ijja,not offensive
E akka onthe porluda tulut paaterre kalpodu.,not offensive
Ya moojikas daye yer imbe,offensive untargeted
I'm waiting for your comedy videos tq so much for this video incene videos maltonduppule,not offensive
Bolar kori erg kaduji 😂😂,not offensive
Can anyone tell me in which video does he speak about petrol prices,not tulu
“Madipu” movie la upload malpule,not offensive
ರಾಜ್ಯ ಬಾಸೆಗಾದ್ ಹಕ್ಕೊತ್ತಾಯ.... #TuluOfficialinKA_KL #SpeakUpForTulu ,not offensive
Vanas malpunaga puye mare sav,not offensive
"ಪದ, ಸಾಹಿತ್ಯ, ನಟನೆ  ಮಸ್ತ್ ಮಸ್ತ್ ಪೊರ್ಲು ಅತ್ನ್ಡ್ ಸರ್.. Somanathanna Good luck 🙏🏻🙏🏻",not offensive
Jai pukuli anna first time nepali song trending in manglore jai pukuli,not tulu
"2018 movie now making money vaaa great""",not tulu
"""dada mukuleg saritha bashe  batthandh, prathi dramodla  marlerleka marlerleka  aa dialog""",not offensive
Tulu is sounding more like tamil...it has no connection with kannada vibe..,not tulu
"My favourite one is """"enchi savuda jogging"""" 🤣🤣🤣""",not offensive
Dabba film arthane illad film dabbbbbbbbba film,not offensive
Padere sanniya Full movie,offensive targeted
Mai Kai paduvana ya😂😂😂,not offensive
Pukuli nina ajjerma bvc,offensive targeted
Mella patermbe Nayi,offensive untargeted
Yes... ನನ್ನ ಮಾತೃಭಾಷೆ ತುಳು<br>ಆದರೆ ಕನ್ನಡ ಮೊದಲು,not tulu
Walterna kori peradange. Vasanna enchina getup a.super comdey.jodi no 1.,not offensive
daitha onji avasthe anna,not offensive
"@@nithishkotian7026 Yava Randi Magano Neenu Haga Madras Pranthya Haagittu, Matte Neenu Madras Ge Tolgu... Elle Yaake Babdhu Tullu Naadu Anthiya... Nam Karnataka Namma Karavali",not tulu
Baparr paterle dile pudar bevarsile Bale,offensive untargeted
Avvu dd judges nakl board derpun karma...vaa narakka marre..hesigedav pura..,not offensive
Tupini karma..e picture edde iji Inchene pura seen padi boka film enek,offensive targeted
"ಬೆಂಗಳೂರಲ್ಲಿ ತೆಲುಗು, ತಮಿಲರ ಕಾಟ<br>ಕರಾವಳಿಯಲ್ಲಿ ಈ ತುಳುವರ ಕಾಟ<br>ಥೋ ನಿಮ್ಮ ಕರ್ಮವೇ....",not tulu
kukku ninna ammarth 🤣🤣🤣,offensive untargeted
Nikleg kannaklen buuded bethe erla thikujer byrile avoda,not offensive
Mangalore khakhi criminals Highly corrupt Question paper leak products uniform used to loot public,not tulu
​@@ravirai5918yours mother bvc😂😂,offensive targeted
Nice comedy 👌 but long video malpule please spr apund,not offensive
All hindu god birth palace in India,not tulu
"Yawdo Tulu , gandugala, nivu hutidu kannada nadla , konga nadla , yak Andre nim nod dre kongra Tara ne bashe,",not tulu
"Corona dala maltgujjie ,matha madia dakulu pottu news Budna reeeel",not offensive
Congratulations Mangalore! Someone successfully trying to divide you... be aware,not tulu
Ardha gantedala ijji Program,offensive untargeted
Gk bhat ninnamm ku**e bvc,offensive untargeted
"""Navine d saipe.....ayag avve pokala.........bukka mc savuda mc ayana.. nanji",offensive untargeted
Nin Question Keluva reethiyalli kelu maraya....,not tulu
"@@crazywarriorpajju288 swalpa divasa kaayi, benki belltadde !",not tulu
Bolar avra comedy nododikkagi nodoru like maadi,not offensive
Kunne cut au 😂@@MithuShibhukunnediga nina kunnedan tulunadudu tulu first kunneda Gattad deela bkkk mulpa kannafa pandhu batthunda ninna kunnedigerna,offensive targeted
Background music mast😀,not offensive
Naveen d padil  is king of acting,not tulu
"@@MithuShibhu If they are not giving importance to Kannada then they are not fit to be in Karnataka, better to leave Karnataka if they are not giving importance to Kannada language",not tulu
Etthara baakil eer saavgu deethina Eeth,offensive untargeted
"""Short movie is heart movie ❤️❤️🙏",not tulu
I like this pongu,not offensive
👌👌👌👌👌super atenddd banji bene avondu telte telte oasm guys 😎😎😎😎u maid kudla proud,not offensive
ಪ್ರತ್ಯೇಕ ರಾಜ್ಯವೊಂದೇ ಇದಕ್ಕ ಪರಿಹಾರ...ಏಕೀಕರಣದ ಹಿಂದಿನಿಂದಲೂ ತುಳುವರಿಗೆ ನಂಬಿಕೆ ದ್ರೋಹ ಮಾಡ್ತಾ ಇರೋದು ಇದೇ ನಿಮ್ಮ So Called ಕರುನಾಡು..,not tulu
Ekka saka tulu full movie upload malpule please,not offensive
